Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
D,Arthur Masuaku (14019914),Arthur Masuaku,14019914,D/UTIL,3700,CRY vs WHU 10:00AM ET,WHU,6.74
D,James Tomkins (14019968),James Tomkins,14019968,D/UTIL,3700,CRY vs WHU 10:00AM ET,CRY,4.16
D,Charlie Taylor (14020198),Charlie Taylor,14020198,D/UTIL,3700,EVE vs BUR 10:00AM ET,BUR,5.76
M,Daniel Drinkwater (14020214),Daniel Drinkwater,14020214,M/UTIL,3700,EVE vs BUR 10:00AM ET,BUR,1.28
D,Adam Masina (14020078),Adam Masina,14020078,D/UTIL,3700,SHU vs WAT 10:00AM ET,WAT,4.20
F,Sam Dalby (14020120),Sam Dalby,14020120,F/UTIL,3700,SHU vs WAT 10:00AM ET,WAT,0
D,Kieron Freeman (14020252),Kieron Freeman,14020252,D/UTIL,3700,SHU vs WAT 10:00AM ET,SHU,0
D,Tolaji Bola (14019634),Tolaji Bola,14019634,D/UTIL,3600,BOU vs ARS 10:00AM ET,ARS,0
D,Charlie Daniels (14020137),Charlie Daniels,14020137,D/UTIL,3600,BOU vs ARS 10:00AM ET,BOU,3.78
M,Lewis Cook (14020165),Lewis Cook,14020165,M/UTIL,3600,BOU vs ARS 10:00AM ET,BOU,2.24
D,Jamal Lewis (14020024),Jamal Lewis,14020024,D/UTIL,3600,AVL vs NOR 10:00AM ET,NOR,4.73
M,Alexander Tettey (14020052),Alexander Tettey,14020052,M/UTIL,3600,AVL vs NOR 10:00AM ET,NOR,4.03
D,Antonio Rudiger (14019698),Antonio Rudiger,14019698,D/UTIL,3600,CHE vs SOU 10:00AM ET,CHE,4.37
M,Carlos Sanchez (14019940),Carlos Sanchez,14019940,M/UTIL,3600,CRY vs WHU 10:00AM ET,WHU,0.00
D,Scott Dann (14019970),Scott Dann,14019970,D/UTIL,3600,CRY vs WHU 10:00AM ET,CRY,3.17
M,Brandon Pierrick (14019994),Brandon Pierrick,14019994,M/UTIL,3600,CRY vs WHU 10:00AM ET,CRY,0
M,Andre Gomes (14019822),Andre Gomes,14019822,M/UTIL,3600,EVE vs BUR 10:00AM ET,EVE,2.14
F,Matej Vydra (14020230),Matej Vydra,14020230,F/UTIL,3600,EVE vs BUR 10:00AM ET,BUR,2.03
M,Ravel Morrison (14020272),Ravel Morrison,14020272,M/UTIL,3600,SHU vs WAT 10:00AM ET,SHU,0.6
D,David Luiz (14019636),David Luiz,14019636,D/UTIL,3500,BOU vs ARS 10:00AM ET,ARS,4.93
M,James Olayinka (14019662),James Olayinka,14019662,M/UTIL,3500,BOU vs ARS 10:00AM ET,ARS,0
D,James Chester (14019757),James Chester,14019757,D/UTIL,3500,AVL vs NOR 10:00AM ET,AVL,0
M,Jacob Ramsey (14019781),Jacob Ramsey,14019781,M/UTIL,3500,AVL vs NOR 10:00AM ET,AVL,0
D,Grant Hanley (14020026),Grant Hanley,14020026,D/UTIL,3500,AVL vs NOR 10:00AM ET,NOR,3.54
D,Fikayo Tomori (14019700),Fikayo Tomori,14019700,D/UTIL,3500,CHE vs SOU 10:00AM ET,CHE,6.13
D,Yan Valery (14019861),Yan Valery,14019861,D/UTIL,3500,CHE vs SOU 10:00AM ET,SOU,2.95
M/F,William Smallbone (14019904),William Smallbone,14019904,M/F/UTIL,3500,CHE vs SOU 10:00AM ET,SOU,0
D,Pablo Zabaleta (14019916),Pablo Zabaleta,14019916,D/UTIL,3500,CRY vs WHU 10:00AM ET,WHU,3.42
D,Gary Cahill (14019972),Gary Cahill,14019972,D/UTIL,3500,CRY vs WHU 10:00AM ET,CRY,2.82
D,Michael Keane (14019808),Michael Keane,14019808,D/UTIL,3500,EVE vs BUR 10:00AM ET,EVE,3.82
M,Aaron Lennon (14020216),Aaron Lennon,14020216,M/UTIL,3500,EVE vs BUR 10:00AM ET,BUR,1.34
D,Christian Kabasele (14020080),Christian Kabasele,14020080,D/UTIL,3500,SHU vs WAT 10:00AM ET,WAT,5.04
D,John Egan (14020254),John Egan,14020254,D/UTIL,3500,SHU vs WAT 10:00AM ET,SHU,3.86
D, Sokratis (14019638), Sokratis,14019638,D/UTIL,3400,BOU vs ARS 10:00AM ET,ARS,3.52
D,Chris Mepham (14020139),Chris Mepham,14020139,D/UTIL,3400,BOU vs ARS 10:00AM ET,BOU,4.86
M,Tom Trybull (14020054),Tom Trybull,14020054,M/UTIL,3400,AVL vs NOR 10:00AM ET,NOR,3.84
D,Marc Guehi (14019702),Marc Guehi,14019702,D/UTIL,3400,CHE vs SOU 10:00AM ET,CHE,0
M,Oriol Romeu (14019885),Oriol Romeu,14019885,M/UTIL,3400,CHE vs SOU 10:00AM ET,SOU,3.71
M,Nathan Holland (14019942),Nathan Holland,14019942,M/UTIL,3400,CRY vs WHU 10:00AM ET,WHU,2.79
M,Cheikhou Kouyate (14019996),Cheikhou Kouyate,14019996,M/UTIL,3400,CRY vs WHU 10:00AM ET,CRY,4.25
M,Morgan Schneiderlin (14019824),Morgan Schneiderlin,14019824,M/UTIL,3400,EVE vs BUR 10:00AM ET,EVE,2.09
D,James Tarkowski (14020200),James Tarkowski,14020200,D/UTIL,3400,EVE vs BUR 10:00AM ET,BUR,6.05
D,Adrian Mariappa (14020082),Adrian Mariappa,14020082,D/UTIL,3400,SHU vs WAT 10:00AM ET,WAT,2.5
M,Nathaniel Chalobah (14020102),Nathaniel Chalobah,14020102,M/UTIL,3400,SHU vs WAT 10:00AM ET,WAT,1.65
M,Robbie Burton (14019664),Robbie Burton,14019664,M/UTIL,3300,BOU vs ARS 10:00AM ET,ARS,0
M,Philip Billing (14020167),Philip Billing,14020167,M/UTIL,3300,BOU vs ARS 10:00AM ET,BOU,4.81
D,Bjorn Engels (14019759),Bjorn Engels,14019759,D/UTIL,3300,AVL vs NOR 10:00AM ET,AVL,2.65
D,Timm Klose (14020028),Timm Klose,14020028,D/UTIL,3300,AVL vs NOR 10:00AM ET,NOR,0
D,Andreas Christensen (14019704),Andreas Christensen,14019704,D/UTIL,3300,CHE vs SOU 10:00AM ET,CHE,3.3
D,Kevin Danso (14019863),Kevin Danso,14019863,D/UTIL,3300,CHE vs SOU 10:00AM ET,SOU,3.12
D,Angelo Ogbonna (14019918),Angelo Ogbonna,14019918,D/UTIL,3300,CRY vs WHU 10:00AM ET,WHU,5.08
D,Mamadou Sakho (14019974),Mamadou Sakho,14019974,D/UTIL,3300,CRY vs WHU 10:00AM ET,CRY,0.72
D,Yerry Mina (14019810),Yerry Mina,14019810,D/UTIL,3300,EVE vs BUR 10:00AM ET,EVE,4.72
M,Beni Baningime (14019826),Beni Baningime,14019826,M/UTIL,3300,EVE vs BUR 10:00AM ET,EVE,0
M,Jack Cork (14020218),Jack Cork,14020218,M/UTIL,3300,EVE vs BUR 10:00AM ET,BUR,3.37
D,Dimitri Foulquier (14020084),Dimitri Foulquier,14020084,D/UTIL,3300,SHU vs WAT 10:00AM ET,WAT,0.62
D,Zech Medley (14019640),Zech Medley,14019640,D/UTIL,3200,BOU vs ARS 10:00AM ET,ARS,0
D,Rob Holding (14019642),Rob Holding,14019642,D/UTIL,3200,BOU vs ARS 10:00AM ET,ARS,3.78
D,Steve Cook (14020141),Steve Cook,14020141,D/UTIL,3200,BOU vs ARS 10:00AM ET,BOU,4.59
M,Matt Butcher (14020169),Matt Butcher,14020169,M/UTIL,3200,BOU vs ARS 10:00AM ET,BOU,0
M,Mihai-Alexandru Dobre (14020171),Mihai-Alexandru Dobre,14020171,M/UTIL,3200,BOU vs ARS 10:00AM ET,BOU,0
D,Tyrone Mings (14019761),Tyrone Mings,14019761,D/UTIL,3200,AVL vs NOR 10:00AM ET,AVL,3.52
M,Patrick Roberts (14020056),Patrick Roberts,14020056,M/UTIL,3200,AVL vs NOR 10:00AM ET,NOR,0.54
D,Tariq Lamptey (14019706),Tariq Lamptey,14019706,D/UTIL,3200,CHE vs SOU 10:00AM ET,CHE,0
D,Jack Stephens (14019865),Jack Stephens,14019865,D/UTIL,3200,CHE vs SOU 10:00AM ET,SOU,4.4
M,Stuart Armstrong (14019887),Stuart Armstrong,14019887,M/UTIL,3200,CHE vs SOU 10:00AM ET,SOU,1.86
M,Declan Rice (14019944),Declan Rice,14019944,M/UTIL,3200,CRY vs WHU 10:00AM ET,WHU,4.61
M,Jairo Riedewald (14019998),Jairo Riedewald,14019998,M/UTIL,3200,CRY vs WHU 10:00AM ET,CRY,0.63
M,Fabian Delph (14019828),Fabian Delph,14019828,M/UTIL,3200,EVE vs BUR 10:00AM ET,EVE,2.84
D,Ben Mee (14020202),Ben Mee,14020202,D/UTIL,3200,EVE vs BUR 10:00AM ET,BUR,4.62
D,Craig Cathcart (14020086),Craig Cathcart,14020086,D/UTIL,3200,SHU vs WAT 10:00AM ET,WAT,2.53
M,Abdoulaye Doucoure (14020104),Abdoulaye Doucoure,14020104,M/UTIL,3200,SHU vs WAT 10:00AM ET,WAT,5.60
D,Kortney Hause (14019763),Kortney Hause,14019763,D/UTIL,3100,AVL vs NOR 10:00AM ET,AVL,0.51
D,Christoph Zimmermann (14020030),Christoph Zimmermann,14020030,D/UTIL,3100,AVL vs NOR 10:00AM ET,NOR,4.33
D,Jake Vokins (14019867),Jake Vokins,14019867,D/UTIL,3100,CHE vs SOU 10:00AM ET,SOU,0
M,Callum Slattery (14019889),Callum Slattery,14019889,M/UTIL,3100,CHE vs SOU 10:00AM ET,SOU,0
D,Fabian Balbuena (14019920),Fabian Balbuena,14019920,D/UTIL,3100,CRY vs WHU 10:00AM ET,WHU,4.63
M,Conor Coventry (14019946),Conor Coventry,14019946,M/UTIL,3100,CRY vs WHU 10:00AM ET,WHU,0
D,Sam Woods (14019976),Sam Woods,14019976,D/UTIL,3100,CRY vs WHU 10:00AM ET,CRY,0
D,Cuco Martina (14019812),Cuco Martina,14019812,D/UTIL,3100,EVE vs BUR 10:00AM ET,EVE,0
M,Jean-Philippe Gbamin (14019830),Jean-Philippe Gbamin,14019830,M/UTIL,3100,EVE vs BUR 10:00AM ET,EVE,2.75
M,Jeff Hendrick (14020220),Jeff Hendrick,14020220,M/UTIL,3100,EVE vs BUR 10:00AM ET,BUR,4.95
M,Ben Osborn (14020274),Ben Osborn,14020274,M/UTIL,3100,SHU vs WAT 10:00AM ET,SHU,1.30
D,Shkodran Mustafi (14019644),Shkodran Mustafi,14019644,D/UTIL,3000,BOU vs ARS 10:00AM ET,ARS,5.34
D,Nathan Ake (14020143),Nathan Ake,14020143,D/UTIL,3000,BOU vs ARS 10:00AM ET,BOU,5.83
D,Jack Simpson (14020145),Jack Simpson,14020145,D/UTIL,3000,BOU vs ARS 10:00AM ET,BOU,1.82
M,Gavin Kilkenny (14020173),Gavin Kilkenny,14020173,M/UTIL,3000,BOU vs ARS 10:00AM ET,BOU,0
M,Christian Saydee (14020175),Christian Saydee,14020175,M/UTIL,3000,BOU vs ARS 10:00AM ET,BOU,0
M,Ibrahim Amadou (14020058),Ibrahim Amadou,14020058,M/UTIL,3000,AVL vs NOR 10:00AM ET,NOR,2.88
M,Ben Johnson (14019948),Ben Johnson,14019948,M/UTIL,3000,CRY vs WHU 10:00AM ET,WHU,0
M,Nya Kirby (14020000),Nya Kirby,14020000,M/UTIL,3000,CRY vs WHU 10:00AM ET,CRY,0
D,Kevin Long (14020204),Kevin Long,14020204,D/UTIL,3000,EVE vs BUR 10:00AM ET,BUR,0
M,Mace Goodridge (14020222),Mace Goodridge,14020222,M/UTIL,3000,EVE vs BUR 10:00AM ET,BUR,0
M,Lewis Richardson (14020224),Lewis Richardson,14020224,M/UTIL,3000,EVE vs BUR 10:00AM ET,BUR,0
M,Tom Dele-Bashiru (14020106),Tom Dele-Bashiru,14020106,M/UTIL,3000,SHU vs WAT 10:00AM ET,WAT,0
M,Domingos Quina (14020108),Domingos Quina,14020108,M/UTIL,3000,SHU vs WAT 10:00AM ET,WAT,0.86
D,Phil Jagielka (14020256),Phil Jagielka,14020256,D/UTIL,3000,SHU vs WAT 10:00AM ET,SHU,1.32
D,Konstantinos Mavropanos (14019646),Konstantinos Mavropanos,14019646,D/UTIL,2900,BOU vs ARS 10:00AM ET,ARS,0
D,Philip Heise (14020032),Philip Heise,14020032,D/UTIL,2900,AVL vs NOR 10:00AM ET,NOR,0
D,Maya Yoshida (14019869),Maya Yoshida,14019869,D/UTIL,2900,CHE vs SOU 10:00AM ET,SOU,3.03
D,Winston Reid (14019922),Winston Reid,14019922,D/UTIL,2900,CRY vs WHU 10:00AM ET,WHU,0
D,Nikola Tavares (14019978),Nikola Tavares,14019978,D/UTIL,2900,CRY vs WHU 10:00AM ET,CRY,0
D,Sebastian Prodl (14020088),Sebastian Prodl,14020088,D/UTIL,2900,SHU vs WAT 10:00AM ET,WAT,1.62
D,Ian Maatsen (14019708),Ian Maatsen,14019708,D/UTIL,2800,CHE vs SOU 10:00AM ET,CHE,0
D,Jannik Vestergaard (14019871),Jannik Vestergaard,14019871,D/UTIL,2800,CHE vs SOU 10:00AM ET,SOU,5.22
D,Ben Gibson (14020206),Ben Gibson,14020206,D/UTIL,2800,EVE vs BUR 10:00AM ET,BUR,0
D,Richard Stearman (14020258),Richard Stearman,14020258,D/UTIL,2800,SHU vs WAT 10:00AM ET,SHU,0
D,Corey Jordan (14020147),Corey Jordan,14020147,D/UTIL,2700,BOU vs ARS 10:00AM ET,BOU,0
D,Ben Godfrey (14020034),Ben Godfrey,14020034,D/UTIL,2700,AVL vs NOR 10:00AM ET,NOR,2.74
D,Tyrick Mitchell (14019980),Tyrick Mitchell,14019980,D/UTIL,2700,CRY vs WHU 10:00AM ET,CRY,0
D,Anthony Driscoll-Glennon (14020208),Anthony Driscoll-Glennon,14020208,D/UTIL,2700,EVE vs BUR 10:00AM ET,BUR,0
D,Craig Dawson (14020090),Craig Dawson,14020090,D/UTIL,2700,SHU vs WAT 10:00AM ET,WAT,2.33
D,Jan Bednarek (14019873),Jan Bednarek,14019873,D/UTIL,2600,CHE vs SOU 10:00AM ET,SOU,3.38
D,Kayne Ramsay (14019875),Kayne Ramsay,14019875,D/UTIL,2600,CHE vs SOU 10:00AM ET,SOU,0
D,Issa Diop (14019924),Issa Diop,14019924,D/UTIL,2600,CRY vs WHU 10:00AM ET,WHU,2.93
D,Kean Bryan (14020260),Kean Bryan,14020260,D/UTIL,2600,SHU vs WAT 10:00AM ET,SHU,0
D,Lloyd Kelly (14020149),Lloyd Kelly,14020149,D/UTIL,2500,BOU vs ARS 10:00AM ET,BOU,0
D,Akin Famewo (14020036),Akin Famewo,14020036,D/UTIL,2500,AVL vs NOR 10:00AM ET,NOR,0
D,Goncalo Cardoso (14019926),Goncalo Cardoso,14019926,D/UTIL,2500,CRY vs WHU 10:00AM ET,WHU,0
D,Marvin Zeegelaar (14020092),Marvin Zeegelaar,14020092,D/UTIL,2500,SHU vs WAT 10:00AM ET,WAT,0
