,,,,,,,,,,,,,,,
Name,Team,Salary,Position,MIN,G,A,S,SOG,INT,CR,CC,TKLW,FC,FS,P
DeAndre Yedlin,NEW,$3700,D,674,0.13,0.00,0.13,0.13,0.67,2.94,0.53,1.34,0.80,0.93,23.50
Javier Manquillo,NEW,$3800,D,755,0.00,0.12,0.12,0.00,0.95,2.62,0.24,1.79,1.31,1.07,20.62
Jan Vertonghen,TOT,$3800,D,1109,0.08,0.08,0.08,0.08,1.79,0.73,0.24,1.38,0.24,1.06,59.00
Craig Cathcart,WAT,$3000,D,1545,0.00,0.00,0.06,0.00,0.70,0.06,0.06,0.93,0.58,0.06,36.29
Conor Coady,WLV,$3300,D,1800,0.00,0.00,0.00,0.00,0.60,0.00,0.15,0.75,0.40,0.10,45.80
Pablo Zabaleta,WHU,$3400,D,289,0.00,0.00,0.00,0.00,2.80,3.11,0.31,1.56,1.25,1.25,43.60
Jack Wilshere,WHU,$4200,M,175,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.57,32.91
Carlos Sanchez,WHU,$3700,M,113,0.00,0.00,0.00,0.00,1.59,0.00,0.00,0.00,1.59,0.00,46.99
Ryan Fredericks,WHU,$4000,D,1448,0.00,0.06,0.00,0.00,0.93,2.11,0.87,1.99,1.31,0.81,35.61
Max Kilman,WLV,$2600,D,180,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00,49.50
Jesus Vallejo,WLV,$3200,D,162,0.00,0.00,0.00,0.00,1.11,0.56,0.00,0.56,1.11,0.56,65.56
Willy Boly,WLV,$3400,D,719,0.00,0.13,0.00,0.00,1.88,0.25,0.63,1.50,1.25,0.50,42.68
Ki Sung-yueng,NEW,$3600,M,136,0.00,0.00,0.00,0.00,1.99,3.31,1.32,0.66,0.66,1.99,43.68
Eric Garcia,MCI,$3200,D,167,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,85.69
James Justin,LEI,$3800,D,110,0.00,0.82,0.00,0.00,0.82,2.45,1.64,0.00,0.00,0.82,61.36
Mamadou Sakho,CRY,$3200,D,421,0.00,0.00,0.00,0.00,2.35,0.00,0.21,0.43,0.21,0.21,51.09
Charlie Daniels,BOU,$3500,D,127,0.00,0.00,0.00,0.00,0.71,3.54,1.42,0.71,0.00,0.00,26.22
Jairo Riedewald,CRY,$3400,M,205,0.00,0.00,0.00,0.00,0.44,0.44,0.00,0.00,0.44,0.00,34.24
Jean-Philippe Gbamin,EVE,$3200,M,135,0.00,0.00,0.00,0.00,0.67,0.00,0.00,2.00,1.33,1.33,46.67
